Country Name,Country Code,Series Name,Series Code,1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Afghanistan,AFG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,16.7945709228516,..,..,17.4301300048828,19.1079692840576,..,26.6191596984863,33.0673904418945,..,..,18.2000408172607,18.9090805053711,..,..,..,..,..,..,..,29.0696506500244,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Number of infant deaths,SH.DTH.IMRT,110153,110770,111254,111735,112222,112308,112282,111867,110990,109577,107569,104957,101886,98230,94323,90209,86226,82501,79239,76624,74692,73491,73119,73508,74452,75908,77651,79544,81418,83202,84778,86075,86983,87494,87540,87181,86465,85294,83745,81722,79355,76760,74020,71211,68570,66112,63937,62032,60333,58744
Afghanistan,AFG,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125.3,..,..,..,..,..,..,..,..,..,95.8,..,..,..,..,..,..,..,..,..,70,..,..,..,..,58.9,..,55.4
Afghanistan,AFG,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.9,..,..,..,..,..,..,..,..,..,84.3,..,..,..,..,..,..,..,..,..,60.9,..,..,..,..,50.7,..,47.4
Afghanistan,AFG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,209.1,205.3,201.3,197.5,193.8,189.7,185.7,181.7,177.6,173.6,169.4,165.1,160.9,156.4,152.2,147.8,143.7,139.5,135.2,131.1,126.9,122.7,118.8,115.1,111.4,108.1,105,102.2,99.5,97,94.7,92.4,90.2,88,85.7,83.4,80.9,78.4,75.8,73.2,70.6,68.1,65.6,63.2,60.9,58.7,56.7,54.9,53.2,51.5
Afghanistan,AFG,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Population, total",SP.POP.TOTL,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457
Albania,ALB,Rural population,SP.RUR.TOTL,1386348,1424962,1457678,1489206,1522477,1554419,1585958,1618163,1649474,1681437,1711648,1740858,1769877,1798543,1829633,1861315,1893194,1924635,1954134,1985256,2014614,2060783,2089320,2067878,2037549,2007405,1977318,1947385,1917515,1887867,1858316,1828925,1799636,1761589,1723790,1684768,1645111,1604189,1561661,1517619,1473922,1432259,1393502,1358266,1324613,1291587,1258985,1226200,1195854,1167112
Albania,ALB,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.01170030471258,..,..,..,..,2.29675797068748,..,..,..,..,2.45662587504985,..,..,..,..,2.10043436900991,..,..,..,..,1.8189568635262,..,..,..,..,1.98903641031678,..,..
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.011168695486794,0.0321968282260578,0.0485939187626304,0.0650273700200414,0.0814370446040466,0.114097346552109,0.325798377067964,0.39008127343332,0.971900415195857,2.42038779776014,6.04389086404814,9.60999131577118,15.0361154084109,23.86,41.2,45,49,54.6559590399494,57.2,60.1,63.252932696931,66.363444701023,..
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.2352673384537,45.1088352996924,46.9669478266825,48.8213037823478,50.6715352812374,52.5171820870923,54.3579208624669,56.1933584398338,58.0231032318432,59.8466761005602,61.6638286105354,63.4741124365256,65.2772050915469,67.0723939914111,68.8595042120187,68.869979425596,..,..
Albania,ALB,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.5,..,..,..,..,..,54.1,..,..,42.6,..,..,35.8,..,..,..,39.1,..,..,..,..,..
Albania,ALB,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9,..,..,..,..,..,17,..,..,10.9,..,..,6.5,..,..,..,7.7,..,..,..,..,..
Albania,ALB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,2,..,..,1.1,..,..,0.4,..,..,..,1.1,..,..,..,..,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.4,..,..,18.5,..,..,12.4,..,..,..,14.3,..,..,..,..,..
Albania,ALB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,2110.63321786369,2187.64280609897,2205.05294417041,2182.63191793138,2110.44142829518,2104.30858368632,2180.37209056524,2120.42283887391,2051.24357018799,2193.2638245449,1947.8835449081,1379.8169783237,1288.25896491087,1420.57328795871,1547.95435292012,1764.69929632752,1937.29007198088,1738.16646043428,1906.71726144227,2177.89663307357,2337.9423863713,2547.37731608619,2663.14047692587,2827.45577750698,3001.40861793158,3189.39511117692,3383.89372561197,3610.72755370642,3775.38098775973,3928.33863824236,4094.35883191918,4210.08219850607,4276.92155019231,4327.64451802716,4413.56158290959,4524.64443153606,4683.80021257139,4868.1973465433
Albania,ALB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,5639605626.23213,5963636797.42292,6139480401.28891,6207317869.32012,6129627287.14195,6238774125.18701,6590468993.96566,6538546468.0658,6445696515.37026,7079730609.59294,6401801081.44935,4507572306.61807,4183027101.16522,4584597704.7764,4965119313.34799,5625480181.64411,6137398878.60781,5472236442.22248,5965222153.93997,6770597139.17318,7221967155.94539,7795415283.49943,8125268226.5056,8594379820.60265,9085080800.55321,9604821915.17285,10126461016.8989,10723922216.8765,11127233240.5581,11500286001.8886,11926953258.916,12231109752.6888,12404787541.0993,12528929022.9843,12751238423.4304,13034156787.8592,13471082475.1768,13988555742.8063
Albania,ALB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.0243911743164,..,..,..,97.0732116699219,96.8806610107422,..,94.9024276733398,93.8708801269531,..,..,96.6290969848633,92.8302230834961,91.5122833251953,89.2373428344727,93.2770080566406,98.9116973876953,90.9744110107422,105.00212097168,104.468193054199,105.604103088379,..
Albania,ALB,Number of infant deaths,SH.DTH.IMRT,..,..,..,..,..,..,..,..,..,..,..,4934,4619,4340,4105,3897,3715,3539,3374,3216,3062,2906,2752,2592,2429,2265,2094,1924,1754,1587,1427,1278,1137,1010,895,792,700,619,550,492,445,407,375,351,331,314,301,289,279,270
Albania,ALB,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.9,..,..,..,..,..,..,..,..,..,23.7,..,..,..,..,..,..,..,..,..,11.6,..,..,..,..,8.9,..,8.4
Albania,ALB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.6,..,..,..,..,..,..,..,..,..,19.7,..,..,..,..,..,..,..,..,..,9.8,..,..,..,..,7.7,..,7.2
Albania,ALB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,75.7,70.2,65,60.3,56.1,52.3,48.9,45.7,42.9,40.5,38.3,36.4,34.8,33.4,32.1,30.9,29.7,28.5,27.2,25.9,24.5,23.2,21.8,20.4,19.1,17.8,16.6,15.4,14.3,13.3,12.3,11.5,10.7,10.1,9.5,9,8.6,8.3,8.1,7.8
Albania,ALB,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,200,200,200,200,100,100,100
Albania,ALB,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Algeria,DZA,"Population, total",SP.POP.TOTL,13744387,14144438,14550034,14960109,15377093,15804428,16247113,16709099,17190239,17690184,18212326,18760761,19337715,19943664,20575701,21228289,21893853,22565905,23241272,23917897,24591492,25257672,25912367,26554329,27181094,27786259,28362253,28904298,29411415,29886839,30335732,30765613,31183660,31592153,31995046,32403514,32831096,33288437,33777915,34300076,34860715,35465760,36117637,36819558,37565847,38338562,39113313,39871528,40606052,41318142
Algeria,DZA,Rural population,SP.RUR.TOTL,8360848,8580865,8802771,9026182,9252243,9483131,9721785,9970319,10228708,10449945,10600666,10756482,10917687,11084688,11254291,11423155,11586446,11741492,11885587,12025440,12170083,12300991,12415911,12514790,12596534,12659697,12700901,12718758,12713378,12688756,12646057,12577598,12498723,12411925,12317773,12221309,12127479,12040428,11959746,11885662,11818828,11765411,11723785,11695364,11677344,11664124,11647553,11623348,11589373,11547594
Algeria,DZA,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.05723275576092,..,..,..,..,0.906550236470006,..,..,..,..,0.802054717249657,..,..,..,..,0.744071903334288,..,..,..,..,0.67977278044533,..,..,..,..,0.611072022730303,..,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.2713775634766,98.3777694702148,98.4836578369141,98.5864791870117,98.6831893920898,98.7707138061524,98.8460083007812,98.906005859375,98.9476470947266,98.9678802490234,98.9651565551758,98.9440231323242,98.9105377197266,98.8707733154297,98.8307876586914,98.7966461181641,98.7744140625,98.7701416015625,99.3,98.8276748657227,98.8849716186523,98.9572982788086,98.7646604654583,99.1349868774414,99.2343444824219,99.3367080688477,99.439567565918,..
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0.000360673567987076,0.00176895401501439,0.00173853322594298,0.010268463150268,0.0202385545408469,0.199523842999477,0.491705679141589,0.646114016703792,1.59164126035832,2.19535973086144,4.63447508776537,5.84394209201256,7.37598495634886,9.45119062555304,10.18,11.23,12.5,14.9,18.2,22.5,29.5,38.2,42.9455268800332,..
Algeria,DZA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.8,..,..,..,..,..,..,55.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.2,..,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,24.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,..,..,..,..,..,..,5.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,..
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2414.01669523072,2543.56326506323,2691.80231716574,2321.35040216342,2877.74526458977,2906.70050213366,3039.42057095695,3104.49357283744,3270.68035550656,3345.37801658058,3548.90006516235,3702.77744976188,3620.70353744051,3616.0163127638,3729.25717804288,3809.80376338816,3900.85047953641,3924.70927125649,3825.90401773088,3691.64755540573,3554.62274036993,3613.14659345199,3550.03267154172,3422.63861820934,3403.90345222401,3259.84367977166,3164.8985771543,3223.55756040321,3297.86337455833,3281.10213909542,3397.41019779189,3457.13704649758,3541.07203679729,3600.4372541096,3754.51627515001,3974.17503202227,4091.1442350798,4273.31275146765,4282.32823091748,4359.37574752245,4390.49963275957,4386.03889558891,4463.39467488951,4504.92009813206,4564.43501678967,4596.21962738807,4675.88502447667,4759.5952415194,4827.72425138732,4825.17858541283
Algeria,DZA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,33179179683.712,35977272901.7645,39165815236.0404,34727655043.5586,44251356563.9066,45938738803.5353,49381809470.8621,51873290453.4046,56223777003.7627,59180352662.8655,64633724928.158,69466922771.1721,70016133106.5164,72116614360.2801,76732080647.514,80875615322.4914,85404646973.9496,88564616567.7931,88918875921.9762,88296445990.496,87413476682.8251,91259671545.3277,91989749446.9795,90885871916.0363,92521819701.8253,90578860785.6483,89763654164.5903,93174668346.0474,96994828322.4354,98061771373.7004,103062925254.282,106360940460.508,110423586430.994,113745564598.73,120125920931.173,128777236288.584,134316749131.751,142251902308.528,144648118986.031,149526919452.577,153055956405.236,155554202821.621,161207268655.392,165869166838.539,171466867482.163,176212451150.234,182889354514.369,189772334940.908,196034821993.495,199367413967.446
Algeria,DZA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,41.313419342041,43.2780418395996,45.6469192504883,51.2416000366211,57.377628326416,60.5384712219238,63.1565704345703,63.0156097412109,62.5366096496582,66.406120300293,67.8098373413086,70.2385330200195,74.5352325439453,87.99755859375,72.2883834838867,74.2257232666016,75.2416763305664,78.1144409179688,77.0140609741211,76.1829986572266,79.4176712036133,79.181770324707,78.4274978637695,79.8976516723633,83.0456314086914,83.2828369140625,..,82.3501968383789,79.7374572753906,85.9234085083008,87.8434906005859,89.6012191772461,91.3314514160156,93.1850280761719,83.7485580444336,94.4872589111328,113.036437988281,91.834342956543,95.5389175415039,97.5683212280273,101.450180053711,105.91316986084,108.280853271484,105.436416625977,105.446876525879,..
Algeria,DZA,Number of infant deaths,SH.DTH.IMRT,93554,94968,95985,96724,97122,97073,96520,95543,94132,92329,89992,87084,83261,78263,71991,64711,57266,50548,45159,41204,38356,36353,34809,33434,31999,30438,28714,26971,25309,23812,22524,21503,20740,20172,19775,19531,19438,19483,19645,19897,20174,20444,20669,20844,20950,20928,20727,20332,19751,19026
Algeria,DZA,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.5,..,..,..,..,..,..,..,..,..,36.6,..,..,..,..,..,..,..,..,..,25,..,..,..,..,22.8,..,22
Algeria,DZA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,..,..,..,..,..,..,..,..,..,31.1,..,..,..,..,..,..,..,..,..,22,..,..,..,..,20,..,19.1
Algeria,DZA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,148.2,147.1,145.3,142.9,139.9,136.3,132.2,127.8,123.1,118.3,113.2,107.7,101.6,94.4,86,76.7,67.4,59.3,52.9,48.4,45.2,43.2,41.8,40.9,40,39.1,38.1,37.2,36.3,35.5,34.9,34.4,33.9,33.3,32.4,31.3,30.1,28.8,27.5,26.4,25.3,24.3,23.5,22.9,22.4,22.1,21.8,21.4,21,20.6
Algeria,DZA,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,200,200,200,200,200,500,500,500,500,500,500,500,500,540,600,650,710,760,820,870,920,970,1000,1100,1100,1100,1200
Algeria,DZA,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,200,500,500,500,500
Algeria,DZA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Algeria,DZA,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
